Grade,Review,type
5,"아버지가 폐 쪽에 안좋은 병으로 진단받으셔서, 진단 받으시자마자 이건 꼭 필요하겠다 싶어서 구입했습니다. 진작 사둘걸 하는 후회가 될정도로 좋습니다. 무빙휠도 같이 샀는데 확실히 있는게 훨씬 편리하고 좋은 것 같네요. 대만족합니다",lg
5,"공기청정기 기능이야 당연하고
이 모델의 최대장점은 사이즈가 작아 눈에 거슬리는 것 없이 아주 좋다는 것 같아요,
큰 집으로 이사가면 안방에 넣고 써도 될테니까요!
윙윙 돌아가는 게 뭐라고 참 귀엽네요.
합리적이고 가치있는 소비였어요!",lg
5,부모님이 공기청정기 필요하시다고 하셔서 알아보던중 할인및 네이버페이 적립까지 따졌을때 젤 저렴해서 구입했습니다. 배송은 진짜 빠르네요 구매후 바로 다음날 배송 받은거 같습니다. 비닐 제거후 시운전 해보니 잘 작동하는거 같습니다. 부모님이 삼X 말고 LG껄로 해달라시길래 사드렸는데 만족합니다,lg
5,"바람세기 2단계 이상부터 모터진동으로 인한 소음이 좀 있습니다. 옆에 놔두고 쓰기엔 거슬리니 멀리두고 사용하시길 바랍니다. 쿠폰쓰는걸 잊어버여서, 재주문 하려했지만 n도착보장은 상품준비중 단계에서 취소가 안되더군요. 결제시 신중히 잘 보고 결제하시길 바랍니다. 남들보다 2만원 비싸게 샀지만 뭐 만족합니다. 팬 크기가 큰 만큼 성능은 좋아요",lg
5,"선물받은거 큰거로 있는데 뭔가 되는거같긴한데 민감하진 않은거 같아서 엘지로 사봤어요.
역시나 동시에 틀으니까 민감도 차이가 엄청나네요ㅋㅋ ㅠ너무 좋아요.. 비싼돈 들일만함.
자고 일어나면 목 아팠는데 확실히 공기가 텁텁한 느낌이 없음",lg
5,먼지도 그렇지만 음식냄새가 넘 싫어서 오래 고민하다가 샀는데 음식냄새제거에 효과가 있는것같아요 거실에 틀어두다가 잘땐 방으로 옮기는데 요즘 잘때 콧속이 간질간질했는데 첫날부터 괜찮네요 크기도 적당하고 소음도 거의 없고 완전 맘에 들어요,lg
5,"임신준비중인데 라이브 방송에서
행사하길레 구매했어요!! 한두푼이
아닌 가격이라 신중하게 고민하다 샀어요 !
나름 공기청정기 행사가에 잘 산 것 같아요 !
일단 오자마자 작동해보니 작동 잘 되구요 !
한 달 사용해보고 후기 또 적으러 올게요❣️",lg
5,"공기청정기 고민하다가 구매했는데 만족스러워요!
미세먼지 심한 날, 고기 구울 때 빨간불로 변하면서 열심히 돌아가네요ㅎㅎ
집안 환기시키고 공기청정기 틀어두면 쾌적한 느낌이 들어요. 소음도 딱히 신경 쓰일 정도는 아닌 것 같고요~",lg
5,요리하면 빨간불 들어왔다가 좀 있으면 초록불 되는 등 공기질도 체크 잘하고 청정이 잘 되는 듯해요^^ 중저가 브랜드 살까 고민하다 다른 가전도 아니고 건강과 가장 직결되는 가전이라 조금 더 보태서 LG꺼 샀더니 역시 좋아요 :),lg
5,"이제야 리뷰 남겨요
저희집 공청기도 여기서 저렴하게 구매한 후
만족하며 사용중.!
친구 공부방 오픈 선물로 요제품 구입했어요
배송은 거의 총알배송이였구요
코로나 때문에 클린부스터 기능이 없는걸로~
공부방 면적에 딱 맞는 공청기네요",lg
5,택배 배송으로 받을 수 있었어요. 배송이 지연된다고 했는데 생각보다 빨리 받았습니다. 먼저 구매한 에어로퍼니처보다 기계 자체에서 확인할 수 있는 정보는 더 많아보여요. 전 주방에 고정해두고 사용할 예정이라 바퀴는 구매하지 않았는데 생각보다 묵직하니 이동하며 사용하실 분들은 바퀴도 구매하시는 게 좋을 것 같아요!,lg
5,"경남점 덕분에 가성비와 기분 좋게 장만했습니다! 꼼꼼하게 패킹되어 왔고, 며칠 전 설치했는데 작동 잘 합니다. 요즘 같은 고물가 시대에 좋은ㅍ로모션 해주셔서 감사하네요~! 다른 전자가구 필요할때 경남점 또 들르겠습니다! 굿굿",lg
5,"배송도 정말 빠르게 왔고, 저희 가전 거의 엘지인데 씽큐로 제어도 가능하니 좋네요!! 크기도 적당하고 성능도 일단 써봐야 알겠지만 방금 아세톤 쓰자마자 냄새가 주황색으로 변하면서 세게 돌더라구요!! 좋은 기회로 잘 구매한 것 같아요",lg
5,"너무 좋아요 !! 개봉하고 필터에 비닐제거하고 바로 작동시켰습니다 !!
바로 열일모드로 빵빵하게 돌더라고요 ㅎㅎ
이렇게 공기가 안 좋은 실내였다니...
놀람의 연속이었습니다
열일하다 슬슬 보통으로 바뀌고 좋음으로 변합니다. 청소기 한 번 돌리면 다시 열일 모드입니다 ㅋㅋㅋ 아주 만족합니다 !!!",lg
5,"역시 백색가전은 LG
머리 쓱 올라오는 기능은 없지만 기본에 충실하고 디자인 잘 빠졌고, 20년형(AS170~~) 모델에 비해 가격도 내렸으니 전반적으로 좋습니다.
다만, 전원 케이블은 샤오미처럼 분리형이었으면 좋았을텐데 많이 아쉽습니다.
미세먼지 센서는 미세, 초미세, 극초미세까지 감지 가능합니다.
냄새 감지 기능도 있어 마늘 빻으니 바로 냄새쪽에 녹색으로 변하네요.",lg
5,"가열되어 배출되는 곳까지 스테인리스, 실리콘이라 맘에 들었어요. 유해물질 배출이 되지 않고 물도 끓여 수증기가 나오니 안심이 됩니다. 깨끗하게 유지할 수 있는 재질들인게 맘에 듭니다. 취침모드로 변경하면 조용한 편이라 좋았습니다.",lg
5,믿을수있는 브랜드는물론이구요 자동으로설정해노면 인공지능으로 아라서 척척변경해주는센스^^ 소리도 적당하구요 취침예약하면 아라서 조용한분위기로 만들어줍니다 무빙휠이 가격대가있는거빼고는 아주칭찬할 제품이예요,lg
5,"코웨이 공기청정기만 6년째 쓰다가 오래 된고 같아서 이거 엘지로 바꿨는데....얘가 6년된 코웨이보다 반응이 별로 없네요ㅡㅡ
오늘 스모그땜에 미세먼지 매우나쁨인 날씨인데 문 열어놔도 코웨이만 공기청정이 반응을 하고 엘지는 반응이 없습니다..",lg
5,"조용하고 불편함없이 며칠째 사용중입니다
믿고쓰는 엘지 제품입니다
혹시 작동이 잘 하는지 청소기 필터교체할때
먼지를 조금 뿜었더니..
잘~~~작동되더라구요
도로가 아파트라 창문조금만 열어놔도
숫자가 올라가면서 실력발휘를 잘 하더라구요~
만족합니다 넘ㄷㆍ",lg
5,"처음 구입했던 공기청정기가 문제가 있어서 환불했고 다시 다른 모델로 구입하게 되었는데 그 과정에 꽤 여러번 전화문의를 했었고
그때마다 자세하게 상품 설명해 주시고 친절하게 응대해 주셔서 정말 감사했습니다~
다시 주문한 공기청정기는 디자인.크기등
정말 만족스럽고 잘 작동되고 있어서 잘 쓰고 있습니다~ 감사합니다~",lg
5,"배송이 17일만에 왔는데 박스가 무지 가벼워서 배송사기인줄 알았음
여자 혼자서도 분리 할 수 있었음 일단 작동해보니 제일 강한단계에서도 소음이 거의없음 삼성꺼 애 방에 놓고 풍량 강으로 하면 거실에서도 자동차 달릴때 문열고 신나게 달리면 나는 소리 였는데 새벽에 화장실 가다 꺼졌는줄 알고 확인하러 감 우리으 배송 늦어서 화딱지 났는데 조용하고 잘 되는것 같아서 참음 가볍고 소음은 없다 구매할때 참고하세요",lg
5,"개인적인 취향이지만 공기청정기는 원통을 선호하는지라..ㅎㅎ 디자인 좋고 조용하고 언제든 집안 상태 볼 수 있고 필터 교체도 간단히 할 수 있게 되어있고, 무엇보다 성능이 좋아요. 집이 구조상 환기가 잘 안돼서 잡내가 나서 골치였는데 이거 놓으니 잡내도 다 잡히고, 밤에 잠잘때 숨막히는 일이 없어졌어요. 진작 살 걸..ㅎ 공기청정기 없으신분들은 얼른 사세요. 아주 좋아요. 이사가면 윗층있는 걸로 하나 더 사고싶네요. ㅎㅎ (다른 저렴이 샀다가 3개월만에 고장나서 버렸어요.. 가전은 처음부터 믿을만한 데 사는 게 돈 버는 거 예요..진짜..ㅠ)",lg
5,"LG 몽블랑 사용하다가 퓨리케어로 바꿨는데
몽블랑이 반응이 더 빠르고 좋아요
고양이 화장실 옆에 둔건데
몽블랑은 고양이가 화장실가면 바로 작동하는데
퓨리케어는 작동을 안해요..작동이 뎌디다고 해야할까..
센서가 케이스 내부에 있어서 그런가..",lg
5,"배송 빨랐고 가격도 저렴하게 구매했어요
오자마자 뜯어서 돌려봤는데
직전에 돼지고기 구운 냄새가 금방 줄어들고
좋아요! 왜 진작 안샀지..?
전 사실 개털때문에 산건데 그거 아니라도 공기질이 달라지니 기분이 좋긴하네요 ㅋㅋ",lg
5,"집에서 사용중인 lg 공기청정기가 좋아서👍
다른제품 구입할려고 하다가 ㅎ 또 엘지 👍 👍 👍 👍 👍
신혼집에 제가 선물로 드렸어용 ㅎㅎ
비싼값만큼 선물 받는 사람들이 좋아하네요
🎁 🧧 💝 🎁 🧧 💝 🎁 🧧 💝 🎁",lg
5,"포장뜯는맛좀 있었는데 노끈 잘라내고
박스 테이프 뜯으려고 살짝 드는순간
공청이 아래로 쑥 빠져나왔습니다.
노끈없었다면 배송중 사고났을거같아요.
그리고 뒤편뚜껑 어떻게 여는지 몰라서
설명서 봤는데 그냥 남성적당힌 힘으로
강제로 떼면 툭 떨어지네요.
잘 사용하겠습니다~",lg
5,"공청기 효과 반신반의하며 구입했지만
냄새도 빨리 잘 잡아주고
창문만 열어도 미세먼지에 금방 반응하네요.
공기는 눈에 보이지 않으니 효과를 육안으로 확인하기는 힘들지만 뭔가..왜 이제샀나 싶은 느낌은 듭니다ㅋㅋ사길 잘했어요!",lg
5,"배송 완전 빠릅니다
상담전화도 친절하게 받아주셨어요
꼼꼼하게 포장 잘 되서 도착했고
이벤트기간에 할인 정~말 많이 받아서
사고싶던 제품 싸게 득템했네요
설치도 완전 간편해요
설명서를 보니 필터 청소도 아주 간편해서 맘에들어요
향수뿌리니 바로 '냄새""로 돌아가는걸보니 성능 인증!
역시 가전은 엘지~
많이파시고 다른제품도 할인해주세요~~",lg
5,"아이가 비염으로 매해 환절기 시기에 고생합니다.겸사겸사 구매합니다. 거실에 한개..아이방에 한개..
주문후 이틀이내에 배송받은거 같아요.택배배송이라서 편하게 받았습니다. 설치후 가동중인데 괜찮은거 같아요. 흔히 말하는 효과가 있길 바래요.",lg
5,"공기청정기 배송받자마자 방에 틀어보었는데요
그동안 환기를 못 시켜서인지 빨간불이 한참동안 켜져있더라구요. 그동안 안좋은 공기를 마시며 지냈다는 사실에 놀랐습니다. 초록불이 되어서야 안심이 되더군요.
공기가 깨끗하게 정화되는 것 같아서 좋았습니다.",lg
5,전자제품은 역시 LG 믿고 사용하는데 이 제품은 가격도 좋아서 가성비가 아주 좋습니다..아직 많이 사용해보지 않았으나 사무실에도 LG퓨리케어 청정기를 사용하고 있어서 제품은 믿고 사용해도 될것 같습니다.좋은제품에 감사드리며 부자되세요...,lg
5,주문하고 이틀 만에 받았어요. 빠른 배송 감사합니다. 클린 부스터 있는 제품이랑 고민하다 후기 찾아보고 선택했는데 탁월한 선택이었던 거 같습니다. 기본에 충실하고 성능 우수한데 가격은 쌉니다. 저희 집 환경에 알맞은 공기청정기라서 상당히 만족합니다. 이번 주에 하나 더 구입할 예정인데 클릭 부스터 공기청정기 한 대 값으로 두 대 사게 돼서 좋아요.,lg
5,가격도 저렴하고 배송도 빨라요.,lg
5,"배송정말 빠릅니다 하루만에 왔어요~
저번에도 잘보내주셔서
공기청정기 재구매하게 되었어요~
안전하게 잘왔구요
포장도 꼼꼼하게 잘해주셨어요

추천할게요!",lg
5,역시 가전은 LG 👍,lg
5,"생각보다 되게 가벼워서 놀랐어요.
첫 엘지 가전인데 기분이 좋아요
가장 약한 단계로 틀면 소리가 거의 없어요",lg
5,"아주 마음에 듭니다.
크기도 적당하고, 무게도 크게 무겁지 않아 좋습니다.",lg
5,지인선물로 완전좋은 선물이 되었습니다. 결혼축하선물로 해주었는데 방귀끼니 바로 냄새표시가!! 개추천입니다!!,lg
5,"배송이 빨라서 좋았어요. 가전은LG,제품제조도 엘지 그래서 믿고구매합니다. 조용하고 센서감도 표시등도 보기쉽고 좋습니다. 필터도 일체형이라 관리도 편하네요",lg
5,"부모님댁에 보내드린건데 배송 빠르게 왔구요.작동도 잘되고,너무 만족하십니다~!!",lg
5,"385,120원에 쌀때 잘 산거 같아요~~성능은 LG라 믿고 구매했네요",lg
5,"LG퓨리케어 없이 계속 지냈으면 큰일이었겠어요
일 잘하고 똑똑하고 예쁘기까지..!!!
정말 만족합니다👍👍👍",lg
5,공기청정기 엘지가 좋다고 해서 구입했는데 완전 만족합니다. 게다가 이벤트도 해서 추가적립금도 있다고 하니 무조건 구입했네요~!!,lg
5,"태어난지 얼마 안된 아기가 기침을 자주 하길래
기존에 쓰던 MI제품과 교체했어요
소음도 없고 디자인도 너무 깔끔하네요
무빙휠도 사길 잘한거 같아요",lg
5,빠른 배송으로 주문 다음날 받았구요.어제오늘 잘 사용하고 있습니다. 미세먼지와 냄새 제거에 딱이네요~^^,lg
5,"빠른 배송 감사해요오
사려고 계속 보고 있었는데
때마침 할인되서 저렴하게 구매했어요",lg
5,"딸아이 자취바메 두고 있어요
가격도 적당하고 제품품질도 넘
좋습ㄴㄱ다",lg
5,"배송이 빨라서좋네요
작동도잘되고 좋습니다",lg
5,"배송도 빠르고
좋아요 역시 가전은 lg예요",lg
5,배송 빠르고 성능도 좋아요,lg
5,"두개구매했습니다!
구매하고 괜찮아서 하나더 구입했죠!
왜 또 구입했습니까?👍",lg
5,"집에 오자마자 열일하네요ㅎㅎ
엄청 고민하다가 산 모델인데
깔끔하고 크기도 작고 마음에 들어요^^
잘쓰겠습니다",lg
5,"너무 좋습니다.새롭네요.
사용법도 쉽고..앞으로 우리 냥이랑 많은 공기 마시면서 살수있다니 ㅎㅎ",lg
5,천식이 있어서 주문했는데 좋네요 사용법도 쉽고 조용해서 만족합니다.,lg
5,너무 좋아요~ 늦게 주문했는데 바로 배송해주셔서 부모님 명절 선물로 설치해 드렸어요!^^ 감사합니다. 필터 관리도 간편하고 미세먼지 농도 확인도 잘되고 무엇보다 파손없이 아주 잘 배송되었습니다,lg
5,빠른 배송도 좋고 무엇보다 소음이 적다는 게 가장 마음에 듭니다. “미세먼지 좋음 “ 땐 소음이 전혀 없네요. 360도라 거실과 부엌까지 쾌적합니다.,lg
5,"디자인 크기 너무 다 맘에 들어용
아이가 있어서 샀는데 너무 만족해요",lg
5,"여러 제품 고민하다가 LG공기청정기로 결정했는데 만족합니다.
배송이 빠르고 디자인도 세련되고 마음에 들어요. 특히 소음이 적어서 좋아요. 고장 없이 오래 사용하고 싶어요",lg
5,여기가 최저가 같아요. 다른 lg 상품도 구매예정입니다. 상태가 깨끗하고 안전하게 배송이 되었고 배송기사님도 빠르고 안전하게 배송해주셔서 굿입니다! ㅎㅎ 집에 가전들과 잘 어울리네요.,lg
5,가격도 저렴하고 다들 퓨리케어 많이 써서 삿는데 이뻐요 위에 안올라오는 버전이라 저렴한데 안올라와도 이뿐듯해요 생각보다 무겁고 애기랑 같이 방에서 거실 이동자주 할거 같아서 이동휠도 따로 인터넷에서 샀어요,lg
5,"전자제품은 인터넷으로 주문 잘 안하는데, 만족합니다. 배송도 잘 왔고, 설치후 작동도 잘 되는듯합니다. 이사온 집에 공기가 안좋은것 같아서 구입했는데, 효과가 있길 바래요.",lg
5,일단 냄새를 잡아주어 정말 좋아요! 거실과 주방이 분리되어 있지 않아 음식하면 냄새가 진동을 하는데ㅠㅠ 정말 신기하게 공기청정기가 냄새를 잡아줘요! 그리고 요즘같이 바깥 공기 안좋을때 실내공기도 중요한거 같아요.,lg
5,부모님댁 리모델링 후 각종 먼지 걱정으로 주문했는데 가격도 좋고 사이즈도 적당해 옮기기도 수월해서 만족해요,lg
5,"총알 배송이구요
제품도 좋습니다.
크기가 적당해서 자리차지도 많이안하고
디자인 무난하고 예뻐요^-^
기능은 ㄷㅓ 써봐야 알것같아요",lg
5,가족이 청년주택 입주했는데 시내 중심가 대로변이라 환기가 여의치 않아 구입했어요. 다른곳보다 싸게 잘 샀어요.,lg
5,공기청정기 있으면 좋다고 해서 샀습니다 배송도 빠르고 할인도 받아서 좋아요,lg
5,"배송 빠르고, 디자인 심플하고 예쁩니다. 미세먼지 잘 빨아들이고 좋아요.",lg
5,"배송빨랐구요. 믿고 쓰는 LG라 좋아요
할인쿠폰 받아서 저렴하게 잘 구매한거같아서 만족해요~",lg
5,선물로 구매했는데 마음에들어해서 다행이에요 감사합니다,lg
5,진짜 너무 좋아요 배송도 빠르고 굿굿,lg
5,"배송이 안전하고 빠른 점 정말 좋았습니다
삼성 제품과 비교하다 구매했는데
에너지 전력이 좋아 해당 제품 구매 만족합니다
모바일 연동 되어 상태도 체크할 수 있어 좋네요",lg
5,총알배송 정말 맘에들어요 ㅋㅋ 2단 쓰고있는데 애기방에 추가로 장만했어요 너무 좋아요,lg
5,"배송 진짜 빠르네요.
물건 너무 마음에 들어요ㅎ 감사합니다",lg
5,"부모님 집에 선물로 드렸더니
너무 좋아하시더라구요!
디자인도 깔끔하고 작동도 너무 잘되서
좋았어요! 공기정화도 확실히 되는 느낌입니다!",lg
5,이 모델이 맘에 들어서 검색해서 최저가로 주문했어요스마트폰에 연결 할 수 도 있고 디자인도 심플해서 좋아요배송도 가전치고 빨라서 아주 만족합니다!,lg
5,"필터도 큼직하고 맘에듭니다
저렴하게 잘 샀습니다
여자인 제가 들어도 무겁지않아요
엘지믿고 잘 쓰겠습니다 감사합니다 ^^",lg
5,"거실이 좁아 부피가 작은 모델을 찾았었고
초미세먼지까지 청정기능도 있고
믿을수 있는 브랜드라 구매했어요
창문 열어 환기 시키기 어려운날
공청기가 있으니 든든합니다~~^^",lg
5,"환기가 잘 안되는 방이라 고민 끝에 구입했어요
자동으로 계속 켜놓고 있는데 즉각 먼지를 체크해서 돌아가고 참 마음에 듭니다 삶의질이 한층 올라간 기분이에요",lg
5,"친정에 공기청정기가 필요하다셔서
구매했어요! 주문 후 다음날 바로 받았고 상품 불량 없었어요^^ 티비와 공기청정기는 두번째 구매인데 배송 빠르고 다른곳 보다 저렴하고 상품이 믿음직해요^^ 많이 파세요!",lg
5,"배송이 우선 너무 빠릅니다
저녁 7시 넘어서 주문했는데
그다음날 12시쯤 왔어요.. 진짜 당일에 산느낌
거실에 퓨리 쓰고 있어서 안방에도 퓨리 구매했는데 구매하길 너무 잘했습니다:)
켜자마자 빨간불.... 잘 사옹하겠습니다",lg
5,"배송빠르고 이뻐요
켰는데 아직은 돌아가지 않아서
단계?를 높였더니 약간의 소음은 있어요 가까이 있어서 그런지 몰라도요",lg
5,"배송도 너무 빨라서 좋고
디자인도 이쁘고 부모님이 엄청 좋아하십니다
진작 사드릴껄 그랬어요ㅠ",lg
5,2단짜리사용중인데 안방용으로 작은거하나 추가구매했어요 가격저렴하고 배송빠르고 좋네요,lg
5,배송빠르고 제품 좋아요. 공기 상태를 섬세하게 체크하고 관리해 주니 든든하네요. 무빙휠도 별도 구매했는데 비싸지만 정말 편리하네요. LG라서 AS도 편리하고 공기청정기는 역시 LG인 것 같네요.,lg
5,"기침이 심하신 엄마를 위해 장만했어요. 침실방에 놓아드리니, 밤에 기침이 좀 덜하시고 좀더 숙면하시는것 같아요. 배송 넘나 빠르게 해주시고, 제품도 저렴하게 잘산것 같아요. ^^",lg
5,부모님 사드렸는데 배송이 매우 빠르고 저렴하게 잘 샀습니다!,lg
5,"키자마자 빨간불이 들어왔어요ㅋㅋ
구매하길 잘한거같아요",lg
5,"아주 좋아요
켜진지도 모를정도로 조용합니다
요리하면 냄새 빨간불 켜지면서
쎄게 돌아가는데
쎄게 돌아가면 소리좀 나요",lg
5,깔끔하고 생각했던거 보다는 크지않아 좋아요,lg
5,아이들 건강에 도움이 되었으면 좋겠어요,lg
5,"추석 끝나고 배송될 예정이었는데
추석 전에 받았습니다. 배송 빨라요!
잘 작동되고 소음은 진짜 없는 편이고
무게도 그리 무겁지 않아요!
필터도 진짜 쉽게 교체할 수 있는 구조입니당",lg
5,배송도 빠르고 제품도 좋아요,lg
5,너무 만족하며 사용중입니다~,lg
5,디자인 사이즈 청정력 굿!,lg
5,👏👏👏👏👏최저가로 구매한 제 자신을 칭찬합니다. 특히 음식냄새 제대로 잡아주는 걸보고 감탄!! 다음 번엔 부모님댁에 선물해드려야겠어요 :),lg
5,"포장박스도 너무 깔끔하게 도착했습니다.
제품도 스티로폼에 안정적으로 포장되어 도착했고 제품은 수려하고 예쁘고 깔끔합니다.
막내동생 공부방에 바로 설치해줬는데 먼지가 너무 많았나봅니다 ㅎㅎㅎ 진작에 사줄껄 ㅎㅎㅎ",lg
5,"좋아요 배송도 완전 빠르고 전원 켜 보니 잘 되네요
배송메세지 남겼으니 적립금도 들어오겠죠?",lg
5,"공기청정 잘 되고, 이상없이 잘 작동합니다.
만족합니다.",lg
5,갑자기 고양이 키우게 되면서 공기청정기 알아보고 있었는데 마침 할인가로 구매하게 돼서 넘 좋아요~~ 냥이들 배변 냄새 싸악 잡아주고 만족도 최고입니다!! 올해 완전 만족스런 소비 중 하나가 됐네요ㅎㅎ,lg
5,디자인 깔끔하고 작동법 편해서 부모님 집에 쓰기 좋아요! 클린부스터 되는 모델을 쓰고 있고 이번엔 이걸 선택했는데 청소도 간편하고 가격대비 좋습니다!,lg
5,소음도 없고 작동도 간편하고 앱연동도 잘되고 성능은 lg이고 디자인도 예쁘고 할 수 있는 수식어는 좋은걸로 다 갖다 써도 될만큼 하루라도 먼저 사서 만족 대만족 입니다!,lg
5,"역시 가전은 엘지~성능이야 말해뭐해~~
디자인까지 이뿌고
세일할때 아~~주 싼 가격으로 득템해서 넘 좋네요
LG ThinQ어플이랑 연동해서 휴대폰으로 전원 온오프 되는거 넘 맘에드네요
엘지쵝오",lg
5,"살려고 계속 검색해 봤던 제품이예요.
예전에 TV도 여기 경남점에서 구매한적이 있어 믿고 구매했고요, 배송 빠르게 도착했어요!
소음 작고 쓰고있던 기존 샤오미보다 확실히 믿음이가네요ㅎㅎ
저렴한 가격에 잘 산것같아요^^",lg
5,너무 더운 날씨로 에어컨을 하루종일 사용하는데 비해 환기가 어려워 고민하다가 구매하게 되었어요 배송도 하루만에 왔어요! 다른 곳보다 저렴한 가격에 너무 잘샀습니다.,lg
5,"작은집에 딱맞는 사이즈며 이동의 편의성과 공간의활용성 또한 성능까지 굿굿
거대한 제품보다 더 이쁘네요",lg
5,배송도 빠르고 라이브할때 저렴하게 잘 구매했어요 디자인도 깔끔하고 마음에 들어요 큼직하니 집안공기 청정에 믿음직스러워요,lg
5,"하나는 부엌에, 하나는 침실에 두었습니다. 청정면적도 넓어지고, 항균기능 포함된 필터로 업그레이드 된 21년형 제품이어서 더욱 마음에 듭니다. 디자인도 좋으니 더욱 추천할 만 합니다.",lg
5,소리없이 잔잔히 제 할 일을 너무 잘해요. 리뷰가 좋아서 선택했는데 이유가 있네요. 이쁘기까지~,lg
5,너무 맘에드네요 ᆢ이쁘기두 하구요 오자마자 틀었어요 ᆢ잘 사용 할것 같아요ᆢ소음1도 없네요ㅎㅎ역쉬 최고입니다~^^,lg
5,"마감 엄청 깔끔하고 깨끗합니다. 오자마자 바로 켜봤는데, 성능도 좋네요. 디자인도 예쁘고 가성비 제품인 것 같습니다.",lg
5,"정말 좋아요.
우리집 공기가 너무 좋지 않았는지 너무 빨간램프가 잘들어와요.^^~
소음 많이 없으며, 매우 만족 합니다.",lg
5,"네쇼페로 엄청 싸게 잘샀어요
하나 더 살까 고민될만큼 너무 마음에 드네요",lg
5,"묵직하니 넘 이쁘네요
안방용으로 구입했는데
사이즈 넘 맘에 드네요
미세먼지 계속 나쁨이라 급하게 주문했는데 배송빠르게 잘받았어요",lg
5,"진짜 고민 많이 했는데, 저렴하게 잘 샀어요!!
저희집과도 잘 어울리고, 30평대에도 무난하게 잘돌아가네요👍🏻👍🏻올 봄 미세먼지!! 이 친구가 저희집 안전하게 지켜줬으면 좋겠어요",lg
5,역시 엘지 퓨리케어 좋아요. 좋은 가격에 잘 샀어요. 감사합니다,lg
5,저렴한가격에샀어요 조용하고 수면설정되고 꺼지니좋네요,lg
5,"처음사보는 기기인데 좋은거 같아요
음.., 먼지가 덜쌓이는 느낌? 처음부터 지금까지 줄곧 자동모드로 사용하는데요.
자동모드에서는 소음이 큰데 파란색 모드에서는
조용하더라거요~~
한달은 아직 안됐지만 좋은거 같아요!",lg
5,작동 잘되고 생각보다 소음이 없어서 좋아요!,lg
5,아주 좋습니다ㅎㅎ 디자인도 성능도 최고ㅋ,lg
5,좋아요 잘쓸게요 무빙휠도 편하고 좋네요,lg
5,사이즈도 딱 좋고 디자인 맘에 들어요,lg
1,금일 물품 받았는데요제품이 비닐포장도 안되어있고박스 속에 그냥 들어있고박스도 제대로 포장된게 아니라 스카치테이프로덜렁거리게 붙여져있습니다만원짜리 택배도 이렇게는 안오는데반품들어온거 바로보낸건가요 포장이 이런식이 맞는지 확인부탁드려요답변보고 반품이나 교횐 고려하겠습니다,samsung
1,애기 출생 후 퇴원 날짜에 맞춰 주문한건대필터가 찢어져서 도착.신속히 필터 교체 요구.죄송하다는 말 하나도 없고..삼성에서 제품 받아 보내는거라 상관 없다는 식으로 답변만..말투도 기분나쁨.. 신xx님의 대응이 정말 대단하셨습니다!제가 처음 남기는 리뷰가 되었습니다!,samsung
1,받은 제품이 초기 불량인데 삼성전자 서비스에서 처리해 준다하고는 열흘이 지나도록 연락이 없습니다. 판매점에서는 원래 초기 불량은 삼성전자 서비스에서 직접 처리한다고 하네요. 서비스 기사분이 오셔서는 2019년 4월 생산품이라고 이게 아직도 팔리고 있냐고 합니다. 빨리 해결이 되면 좋겠네요.,samsung
1,자동인데 바람과 소음이 넘 커서 시끄러워 3일 쓰고 거의 안쓰게 되네요. 거의 삼성 제품 쓰고 있지만 이 공기청정기는 별로에요. 이 디자이너는 휴대폰 연결도 안되는 제품이에요. ㅠ반품도 하지 못하고 참 난감합니다.,samsung
1,바람소리가 생각보다 좀 크네요~ㅠ,samsung
1,소음이 크네요,samsung
1,한달이상 걸리나요? 짜증나네 ㅡㅡ,samsung
1,참 구매확정을 누르고싶은데 배송중이 한달동안떠있어서 못눌렀습니다. 문의해봐도 말만하고 안해주고요,samsung
1,배송기사 개어이없음 명색이 삼성이라는곳이 이런 곳인가 회의를 느낍니다 다시는 삼성구입인할것입니다,samsung
1,상품 교환건에 대한 절차가 복잡하다,samsung
1,배송이 너무 오래걸렸어요,samsung
1,배송늦음,samsung
1,19년5월 생산 재고품2년된 재고품,samsung
3,"하루종일 틀어놨는데 미세먼지 수치가 떨어지지가 않네요 센서의 문제거나 공기청정기 성능에 문제가 있거나 사무실이 상시오염상태이거나 셋중 하나겠죠.가습기 있으면 종종 올라가기는 하는데 가습기도 아니고, 센서때문에 반품하려니 자원낭비에 박스도 버려버려서 그냥 사용해야겠네요약풍이상은 소음이있어서 그냥 미풍으로 해놓고 사용합니다",samsung
3,배송 날짜 설정이 불가능한 점 매우 불편했습니다. 크기가 적은 것도 아닌데 이사 전에 받아서 이사 하는 곳까지 또 옮겨야 해서 힘들었습니다. 소음이 큰 편이고 취침 모드로 해두면 더 소음이 큰데 그 이유는 잘 모르겠네요. 불량인걸까요? 풍량이 제일 낮은 미로 설정해도 찬바람이 계속 나와서 겨울엔 조금 차갑게 느껴집니다.,samsung
3,"제조사 재고처분 상품?? (19년 04월).
소음 대비 효용성은 그닥??
강풍 - 최대 58W / 정말 시끄러움(가정용 부적합)
약풍 - 최대 36-39W / 시끄러움(TV 시청 불가)
미풍 - 최대 17-19W / 조용한 편임.
자동 - 최저 17W / 조용한 편임.
* 가정에서 사용시 미풍 및 자동으로 사용할 경우... .
* SmartThings wifi 어플의 기능은 너무 단순함. 모드전환 및 켜짐/. 샤오미에 있는 자동화 기능이 없음.",samsung
